"","filename","error","sentiment","id_of_tweet","cleaned_text.x","batch","created_at","total_interactions_count"
"589","3867.rds","content_filter",NA,3867,"Let me remind those screaming blue murder when any comparison is made between South African Apartheid with Israel's that Nelson Mandela was never in doubt that Palestinians lived under Apartheid. Or that Israel was openly the best ally of the White Supremacists in Pretoria",1,9,9931
"590","3876.rds","content_filter",NA,3876,"BREAKING Hamas threatens to execute a new Israeli hostage every time Israel strikes a civilian residence",1,9,17787
"591","3919.rds","","0",3919,"In conflict civilians always pay the highest price. War is not the answer. We need peace.",1,9,29320
"592","3933.rds","","0",3933,"Iran's goal is to draw the US into a broader conflict senior intelligence source tells me.",1,9,8472
"593","3934.rds","","0",3934,"The history of how Israel was created after world war 2. This is the beginning of the conflict with Palestine Israel Gaza   Hamas IStandWithIsraelIsraelPalestineWar Lebanon  The Isreal Palestine Conflict Gaza Iran",1,9,5495
"594","3947.rds","","0",3947,"The term a lid appears to have meant something very different in the Trump administration. Perhaps Stephen Miller reveals too much when he suggests it means the president is napping? Joe Biden is almost certainly in the situation room  otherwise staying on top of the conflict.",1,9,6058
"595","4000.rds","","1",4000,"BREAKING 9 US Citizens killed by Hamas terrorists in Israel terror attacks over the weekend. A National Security Council spokesperson on Monday confirmed in a statement that nine US citizens are among those who have died in Israel's conflict with Hamas. At this time we can",1,9,1664
"596","4019.rds","","0",4019,"TrumpWhen I was your President we had Peace through Strength and now we have Weakness Conflict and Chaos NeverForget Biden gave 6 Billion for a Swap Deal to Iran while President Trump brought 58 HOSTAGES home from many different countries including North Korea and",1,9,747
"597","4080.rds","","0",4080,"WATCH  IsraelPalestine conflict  When asked if Israel will take the matter to the International Tribunal in Hague or any other international organisational Israeli Ministry of Foreign Affairs spokesperson Lior Haiat says ...I don't think there is any court in the world",1,9,1141
"598","4081.rds","","-1",4081,"The PalestineIsrael conflict is in essence a religious war between the indigenous Arab Muslim people for over a millennia versus European Zionist Jews who have been violently settling and brutally colonising Palestine since the 1920s. The PalestineIsrael conflict is in",1,9,999
"599","4160.rds","","-1",4160,"Im just confused how were focusing on condemning violence coming from one side when the more I learn about this conflict it seems like Israel has been the true terror for generations?",1,9,710
"600","4167.rds","","0",4167,"Ates not liking problems or annoying people or specifically arguing with women and chooses to always walk away from the conflict without escalating it. A KING!!! Again HE IS A KING Atfer safir",1,9,290
"601","4184.rds","","1",4184,"The lazy collectivism of war that treats the conflict like it's one big guy named Gaza duking it out with one big guy named Israel has predictably murderous consequences every time. E.g cutting off seniors' electricity is just consequences for their actions Hamas's actions.",1,9,362
"602","4202.rds","","0",4202,"Since 2008 when the first fighting between Israel and Hamas broke out in Gaza Palestinians across the occupied territories have accounted for 87 of all casualties resulting from the conflict with at least 6640 of them being killed",1,9,178
"603","4285.rds","content_filter",NA,4285,"Israeli couple lost their lives shielding their 10 month old twins from bullets after Hamas terrorists stormed their home in Kfar Gaza. Itai and Hadas Berdichevsky both aged30 were killed with a barrage of bullets as they lay protecting their babies in their own home. 14",1,9,6149
"604","4287.rds","","1",4287,"Im definitely getting emotionally worn out right now. One of the side effects of modern information sharing is the access to content. Ive probably geolocated 20 individual atrocities committed by Hamas in Israel incredibly personal acts committed by the perpetrators.",1,9,13068
"605","4289.rds","content_filter",NA,4289,"One video shows Hamas leading four innocent Israeli civilian hostages hands tied behind their backs. Another video shows the bodies of the hostages executed together. This tactics are taken from Nazi playbook for those who want to stand behind this",1,9,4302
"606","4297.rds","","-1",4297,"Agreed. The murder of civilians is appalling and cannot be condoned. It is also so important to remember that the militant extremists who comprise Hamas are not the Palestinian people and Israel should not make the Palestinian people bear the brunt of retaliation. Palestinians",1,9,10313
"607","4303.rds","content_filter",NA,4303,"We saw bodies stacked into the back of a pickup truck tonight in Sderot. Some pulled from the rubble were Israeli police officers others were Hamas militants.",1,9,3954
"608","4324.rds","","1",4324,"In the past 72 hours its been incredibly disturbing to watch the attempted justification or rationalization for the terrorist group Hamas brutally murdering more than 900 people in Israel and taking 150 hostage in a coordinated attack that targeted civilians. thread",1,9,2195
"609","4326.rds","content_filter",NA,4326,"Girl says she found out Hamas murdered her grandmother because the terrorists had taken her nans phone livestreamed the murder and posted it on the grandmother's Facebook. Sick cunts. Israelunderattack IsraelUnderAttack IsraelPalestineWar",1,9,1945
"610","4356.rds","content_filter",NA,4356,"So then why did you just send the Palestinians 75 MILLION? You andare Jew hating monsters and jihadist enablers. These HAMAS animals are coming across our OPEN BORDERS thanks to you and your policies. They are going to start murdering Americans on US soil.",1,9,993
"611","4359.rds","","1",4359,"UPDATEIn a powerful message to the world the Leaders of the United States Italy France Germany and the U.K. have just released a JointStatement Condemning the Surprise Attack by Hamas and showing support for Israel. The joint statement reads Today the leaders of",1,9,2174
"612","4403.rds","","-1",4403,"Obiden 2024 Hamas Paragliders for Biden!",1,9,399
"613","4424.rds","","-1",4424,"Themust be allowed access to deliver urgent humanitarian assistance to Palestinian civilians trapped  helpless in the Gaza Strip. I appeal to the international community to mobilize immediate humanitarian support for this effort.",1,9,39528
"614","4452.rds","content_filter",NA,4452,"Footage released by Israeli forces showing entire neighbourhoods being wiped out in Gaza Genocide in every sense of the word it's genocide.",1,9,9714
"615","4455.rds","","-1",4455,"Nine years ago young Israelis in the Negev cheered as they watched the 2014 Israeli massacre of Palestinians in Gaza. Some described it as the best reality show in town. Others said it was better than the world cup.",1,9,10690
"616","4460.rds","content_filter",NA,4460,"Netanyahu bombs Gaza to the ground hundreds of women children and civilians are being killed!",1,9,7843
"617","4467.rds","","-1",4467,"A child hugs his injured mother after they were pulled from under the rubble in Khan Yunis Gaza following an IDF airstrike.",1,9,12470
"618","4487.rds","","-1",4487,"Netanyahu must go now not after the Gaza war",1,9,7782
"619","4508.rds","","-1",4508,"ProPalestine Jews explain why they support Palestine. Youve cut yourself off from Judaism by affiliating with Zionism.",1,9,49919
"620","4518.rds","","1",4518,"Who all are supporting Palestine? ISIS Hamas TaIiban  Rahul Gandhis Congress Now we know why Sonia ji cried during Batla House encounter and framed Mumbai attacks as",1,9,22741
"621","4561.rds","","-1",4561,"If Palestine had 1  10000th of the weapons and resources Israel has bilked from the world Netanyahu would have been rotting in a dungeon by now.",1,9,6019
"622","4587.rds","","1",4587,"She should head over to Palestine with the rainbow flag and tell us how it works out.",1,9,5210
"623","4639.rds","","0",4639,"Tense moment when a person wearing an Israel flag has to be protected by Toronto Police as hundreds of Palestine supporters shout and yell at her.",1,9,1086
"624","4642.rds","","-1",4642,"There can never be peace without ending the occupation of the Palestine.The siege and the bombing of 2million people in Gaza has not and cannot solve the",1,9,1576
"625","4696.rds","content_filter",NA,4696,"Maybe we should be reporting every post of Zionist shills demanding the ethnic cleasing of Palestinians? Israel Palestine MiddleEast IsraelPalestineWar",1,9,674
"626","4721.rds","","-1",4721,"A leaked video from 2001 shows Israeli PM Netanyahu talking about how Israel intentionally strikes Palestinians painfully how he deceived the US to break the Oslo Accords and how Americans will always support Israel if it faces backlash",1,10,68553
